Washington Wizards
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
daniean01,45:53,3,7,.429,0,2,.000,3,4,.750,1,6,7,11,1,0,2,2,9,-15
jamisan01,45:27,10,27,.370,1,6,.167,7,11,.636,5,9,14,2,1,1,1,4,28,-16
hayesja01,40:05,6,15,.400,2,5,.400,4,5,.800,1,1,2,2,0,0,0,3,18,-11
stevede01,35:30,3,12,.250,2,4,.500,1,2,.500,0,3,3,1,0,2,2,0,9,-14
thomaet01,20:58,1,4,.250,0,0,,0,0,,0,5,5,0,0,1,3,4,2,-10
songada01,16:49,3,5,.600,0,1,.000,2,2,1.000,0,1,1,1,0,0,1,6,8,-14
ruffimi01,15:21,0,1,.000,0,0,,0,0,,3,1,4,0,2,0,0,1,0,+5
masonro01,9:02,2,3,.667,1,1,1.000,1,1,1.000,0,0,0,0,1,0,2,2,6,+1
haywobr01,5:05,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,0,2,0,-3
blatcan01,3:43,1,2,.500,0,0,,0,0,,1,1,2,0,0,0,0,1,2,+2
taylodo01,2:07,0,2,.000,0,0,,0,0,,0,1,1,0,0,0,0,0,0,0
Team Totals,240,29,79,.367,6,19,.316,18,25,.720,11,29,40,17,5,4,11,25,82,
Cleveland Cavaliers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
hughela01,44:55,9,17,.529,1,4,.250,8,8,1.000,0,7,7,1,2,1,4,3,27,+17
jamesle01,44:19,7,14,.500,0,2,.000,9,11,.818,2,7,9,7,2,0,1,1,23,+17
ilgauzy01,35:02,4,7,.571,0,0,,8,10,.800,1,7,8,1,1,1,2,3,16,+20
goodedr01,28:25,5,10,.500,0,0,,0,0,,1,5,6,3,0,1,2,2,10,+9
pavloal01,27:32,3,9,.333,1,2,.500,2,2,1.000,1,1,2,0,2,0,1,4,9,+4
varejan01,25:49,1,5,.200,0,1,.000,3,8,.375,4,6,10,2,0,0,1,2,5,+7
snower01,22:05,2,5,.400,0,1,.000,0,0,,0,1,1,2,0,0,0,1,4,+9
marshdo01,5:46,1,3,.333,1,3,.333,0,0,,1,2,3,0,0,0,0,3,3,-7
newblir01,5:20,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,2,0,+1
gibsoda01,0:48,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
Team Totals,240,32,72,.444,3,14,.214,30,39,.769,10,36,46,16,7,3,11,21,97,
