Cleveland Cavaliers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamesle01,31:34,11,19,.579,2,6,.333,6,11,.545,1,5,6,6,5,1,4,2,30,+30
snower01,26:36,1,5,.200,0,0,,0,0,,0,4,4,7,0,0,1,3,2,+13
goodedr01,25:47,0,7,.000,0,0,,1,2,.500,2,10,12,1,2,1,2,1,1,+17
pavloal01,25:26,3,4,.750,1,2,.500,0,0,,0,1,1,1,1,0,1,2,7,+12
ilgauzy01,18:24,6,8,.750,0,0,,7,7,1.000,2,3,5,1,0,1,4,3,19,+9
jonesda01,29:29,3,9,.333,1,5,.200,0,0,,0,1,1,3,0,0,0,2,7,-2
marshdo01,23:40,6,11,.545,2,5,.400,0,0,,2,4,6,0,0,1,0,2,14,+6
jackslu02,22:24,3,3,1.000,0,0,,4,5,.800,0,1,1,2,0,0,2,2,10,-7
varejan01,20:22,3,7,.429,0,0,,0,0,,3,7,10,1,2,0,1,4,6,+1
wilksmi01,8:31,0,3,.000,0,1,.000,2,2,1.000,0,1,1,2,0,0,3,2,2,-10
hendeal01,7:47,2,2,1.000,0,0,,1,2,.500,0,0,0,0,0,0,2,0,5,-9
Team Totals,240,38,78,.487,6,19,.316,21,29,.724,10,37,47,24,10,4,20,23,103,
Charlotte Bobcats
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
knighbr01,35:23,3,10,.300,0,0,,1,2,.500,1,2,3,14,2,2,4,3,7,-11
jonesju01,28:43,4,11,.364,3,8,.375,0,0,,2,2,4,2,0,0,1,3,11,-24
brezepr01,25:34,3,7,.429,0,0,,3,6,.500,1,2,3,1,0,2,0,1,9,-27
elyme01,22:54,6,9,.667,0,0,,0,0,,0,4,4,2,1,0,1,4,12,-2
feltora01,12:29,1,4,.250,0,1,.000,1,3,.333,0,0,0,1,2,0,1,2,3,-12
robinbe01,27:02,3,9,.333,0,0,,0,0,,3,2,5,1,2,0,1,2,6,+2
voskuja01,25:40,4,4,1.000,0,0,,0,0,,6,6,12,3,0,1,2,3,8,+6
carroma01,18:28,4,9,.444,1,4,.250,3,5,.600,1,4,5,0,2,0,5,2,12,+4
rushka01,17:03,4,10,.400,1,5,.200,0,0,,0,2,2,0,1,0,0,0,9,-4
anderal01,14:07,5,8,.625,0,1,.000,4,5,.800,0,1,1,1,0,0,1,0,14,+9
burleke01,12:37,0,4,.000,0,2,.000,0,0,,0,2,2,1,0,0,0,3,0,-1
Team Totals,240,37,85,.435,5,21,.238,12,21,.571,14,27,41,26,10,5,16,23,91,
