Denver Nuggets
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
anthoca01,41:44,8,23,.348,0,1,.000,7,12,.583,3,2,5,1,1,0,3,4,23,-20
buckngr01,35:52,5,9,.556,3,6,.500,2,2,1.000,0,3,3,0,3,0,0,4,15,-3
millean02,35:03,4,11,.364,0,0,,3,5,.600,0,4,4,9,0,1,3,2,11,-2
martike01,32:34,5,10,.500,0,0,,0,1,.000,1,5,6,4,1,0,4,4,10,-4
elsonfr01,27:20,1,5,.200,0,0,,0,0,,1,2,3,0,1,1,0,2,2,-1
najered01,32:41,2,9,.222,0,0,,4,4,1.000,6,5,11,0,1,0,2,3,8,-8
watsoea01,21:23,5,10,.500,4,7,.571,0,0,,2,2,4,3,2,0,1,1,14,+7
johnsde03,6:46,0,2,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-16
lenarvo01,4:30,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,1,0,0,-1
kleizli01,1:18,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,0,0,2,+1
hodgeju01,0:49,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,+2
Team Totals,240,31,81,.383,7,16,.438,16,24,.667,13,24,37,18,9,2,14,21,85,
Cleveland Cavaliers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamesle01,45:06,11,18,.611,1,4,.250,3,6,.500,0,4,4,9,1,0,3,3,26,+16
goodedr01,34:21,2,5,.400,0,0,,6,10,.600,4,4,8,2,0,1,3,1,10,-10
hughela01,34:08,5,10,.500,0,1,.000,2,2,1.000,0,4,4,6,2,0,1,5,12,+1
snower01,32:56,0,1,.000,0,0,,0,0,,1,1,2,3,1,0,5,3,0,+3
ilgauzy01,31:09,6,10,.600,0,0,,4,4,1.000,2,2,4,0,0,3,4,5,16,+3
marshdo01,29:52,4,9,.444,2,4,.500,1,2,.500,1,11,12,2,3,1,0,3,11,+23
jonesda01,28:09,6,12,.500,5,11,.455,0,2,.000,1,2,3,1,1,0,2,0,17,+9
hendeal01,2:43,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,+5
jackslu02,1:36,0,0,,0,0,,0,0,,0,0,0,0,0,0,2,1,0,-5
Team Totals,240,35,66,.530,8,20,.400,16,26,.615,9,28,37,23,8,5,20,21,94,
