Cleveland Cavaliers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamesle01,44:58,14,27,.519,0,2,.000,8,8,1.000,1,11,12,5,0,2,4,1,36,-8
murraro01,38:07,5,11,.455,0,0,,2,2,1.000,0,2,2,3,2,0,4,4,12,+7
ilgauzy01,32:30,7,17,.412,0,0,,3,4,.750,8,5,13,0,0,1,0,3,17,-1
snower01,30:35,1,7,.143,0,0,,1,2,.500,1,1,2,5,1,0,1,2,3,-10
goodedr01,27:33,2,6,.333,0,0,,0,0,,2,7,9,0,0,0,0,0,4,-8
jonesda01,30:26,3,6,.500,3,5,.600,0,0,,0,1,1,3,0,0,1,5,9,-2
marshdo01,24:39,0,3,.000,0,2,.000,2,2,1.000,0,5,5,1,1,0,2,2,2,+3
varejan01,11:11,2,3,.667,0,0,,0,0,,1,2,3,0,1,1,0,3,4,+2
newblir01,0:02,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-3
Team Totals,240,34,80,.425,3,9,.333,16,18,.889,13,34,47,17,5,4,12,20,87,
Dallas Mavericks
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
nowitdi01,44:47,12,28,.429,1,3,.333,5,5,1.000,1,12,13,6,0,2,1,0,30,+8
daniema01,43:12,7,15,.467,0,1,.000,3,4,.750,3,2,5,3,0,0,0,4,17,+7
terryja01,39:58,7,17,.412,1,4,.250,5,7,.714,1,2,3,2,2,0,1,1,20,+13
diopde01,14:38,1,1,1.000,0,0,,0,0,,1,3,4,0,0,1,0,2,2,-11
marshra01,13:28,2,3,.667,0,0,,0,0,,0,0,0,0,1,0,2,1,4,-8
stackje01,32:00,4,14,.286,0,1,.000,1,2,.500,2,3,5,2,0,0,0,2,9,-1
dampier01,30:28,3,4,.750,0,0,,1,3,.333,5,8,13,1,1,2,2,1,7,+16
armstda01,11:18,0,2,.000,0,1,.000,2,2,1.000,0,0,0,3,0,0,1,0,2,+5
poweljo01,7:38,0,1,.000,0,0,,0,0,,1,1,2,0,0,0,1,3,0,-7
mbengdj01,2:34,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-2
Team Totals,240,36,85,.424,2,10,.200,17,23,.739,14,31,45,17,4,5,8,14,91,
