Cleveland Cavaliers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamesle01,39:18,12,29,.414,2,5,.400,3,3,1.000,1,4,5,7,1,0,1,0,29,-15
pavloal01,37:31,3,11,.273,2,5,.400,0,0,,0,1,1,1,0,0,4,4,8,-24
snower01,27:14,1,3,.333,0,0,,0,0,,0,3,3,1,0,1,1,3,2,-6
ilgauzy01,24:13,3,11,.273,0,0,,2,2,1.000,2,6,8,0,0,1,3,2,8,+1
goodedr01,18:29,4,8,.500,0,0,,0,0,,2,6,8,0,0,0,1,1,8,-16
marshdo01,22:33,1,6,.167,1,5,.200,0,0,,2,2,4,2,2,0,1,1,3,-22
jonesda01,22:14,1,6,.167,1,5,.200,0,2,.000,0,0,0,2,0,0,0,0,3,-22
varejan01,18:45,2,5,.400,0,0,,2,6,.333,1,0,1,1,0,1,0,1,6,-15
jackslu02,12:10,1,4,.250,0,0,,2,2,1.000,0,2,2,0,0,0,0,1,4,-10
hendeal01,9:01,0,0,,0,0,,0,4,.000,1,5,6,0,0,1,2,2,0,-4
wilksmi01,5:33,1,2,.500,0,0,,0,0,,0,0,0,0,1,0,0,0,2,-7
andrima01,2:59,0,1,.000,0,0,,0,0,,1,0,1,0,1,0,0,0,0,0
Team Totals,240,29,86,.337,6,20,.300,9,19,.474,10,29,39,14,5,4,13,15,73,
Miami Heat
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
poseyja01,38:52,4,9,.444,3,7,.429,0,0,,0,10,10,0,1,0,0,1,11,+18
paytoga01,37:20,6,9,.667,2,4,.500,0,0,,0,4,4,2,0,0,1,3,14,+7
wadedw01,34:55,11,20,.550,0,0,,2,3,.667,0,4,4,6,4,1,3,4,24,+30
onealsh01,27:27,10,15,.667,0,0,,1,4,.250,2,6,8,1,0,2,3,4,21,+14
hasleud01,25:51,3,6,.500,0,0,,1,2,.500,1,5,6,1,0,0,1,0,7,-10
willija02,26:55,2,10,.200,0,2,.000,0,2,.000,0,4,4,8,0,0,5,1,4,+29
walkean02,19:10,5,9,.556,1,2,.500,1,2,.500,2,6,8,2,0,0,0,2,12,+38
mournal01,17:37,1,1,1.000,0,0,,4,4,1.000,1,5,6,0,0,5,1,4,6,+14
simiewa01,2:59,1,3,.333,0,0,,0,0,,1,0,1,0,1,0,0,0,2,0
kaponja01,2:59,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
andersh01,2:59,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,2,0,0
doleami01,2:56,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,0,0,0
Team Totals,240,43,83,.518,6,15,.400,9,17,.529,7,46,53,20,6,8,14,21,101,
