Boston Celtics
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
piercpa01,44:00,12,30,.400,1,5,.200,7,9,.778,2,5,7,6,2,0,2,3,32,-12
blounma01,44:00,6,13,.462,0,0,,1,2,.500,3,2,5,2,0,3,2,2,13,-8
jamesmi01,30:00,3,4,.750,0,0,,5,6,.833,0,6,6,2,1,0,1,2,11,-3
welscji01,24:00,4,12,.333,1,4,.250,0,0,,0,3,3,3,1,0,1,2,9,-2
mihmch01,22:00,1,5,.200,0,0,,0,0,,1,6,7,0,1,1,0,4,2,+4
mccarwa01,29:00,1,5,.200,1,3,.333,0,0,,1,6,7,1,1,1,1,4,3,-12
davisri01,28:00,3,8,.375,0,1,.000,4,4,1.000,3,3,6,2,0,0,4,2,10,-2
banksma01,19:00,3,5,.600,1,1,1.000,2,2,1.000,0,1,1,2,0,0,2,2,9,-5
Team Totals,240,33,82,.402,4,14,.286,19,23,.826,10,32,42,18,6,5,13,21,89,
Cleveland Cavaliers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamesle01,43:00,9,25,.360,1,6,.167,5,6,.833,0,6,6,3,2,1,1,3,24,+19
mcinnje01,39:00,2,10,.200,0,1,.000,2,3,.667,0,5,5,9,0,0,2,1,6,+13
ilgauzy01,38:00,6,15,.400,0,0,,7,8,.875,6,10,16,0,2,1,2,5,19,+13
willier01,32:00,5,10,.500,1,2,.500,5,5,1.000,3,5,8,1,2,0,1,5,16,+21
boozeca01,28:00,5,8,.625,0,0,,2,4,.500,5,4,9,1,0,1,3,4,12,-11
newblir01,28:00,3,9,.333,0,0,,2,2,1.000,3,4,7,3,0,0,1,2,8,+7
ollieke01,12:00,1,2,.500,0,0,,2,2,1.000,0,1,1,4,1,0,2,0,4,-9
wagneda02,10:00,3,5,.600,2,4,.500,0,0,,0,1,1,0,0,1,0,1,8,-9
diopde01,8:00,0,2,.000,0,0,,0,0,,0,1,1,0,0,2,0,0,0,+3
brownke01,2:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-7
Team Totals,240,34,86,.395,4,13,.308,25,30,.833,17,37,54,21,7,6,12,21,97,
