Cleveland Cavaliers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamesle01,43:00,14,27,.519,1,2,.500,9,11,.818,3,3,6,4,0,2,6,4,38,0
mcinnje01,41:00,4,8,.500,1,2,.500,4,4,1.000,0,6,6,9,2,0,9,3,13,+20
boozeca01,35:00,8,10,.800,0,0,,5,7,.714,3,11,14,5,4,0,1,4,21,+8
ilgauzy01,34:00,4,9,.444,0,0,,0,0,,0,5,5,1,0,6,2,3,8,+29
willier01,21:00,1,6,.167,0,3,.000,4,4,1.000,1,5,6,2,0,0,0,1,6,+21
newblir01,23:00,2,4,.500,0,0,,0,0,,2,4,6,0,0,0,2,4,4,-2
wagneda02,17:00,3,6,.500,0,1,.000,0,0,,0,1,1,2,0,0,2,1,6,-16
battito01,14:00,2,3,.667,0,0,,0,0,,0,0,0,0,0,1,1,0,4,-4
ollieke01,8:00,0,1,.000,0,0,,4,4,1.000,0,0,0,0,0,0,1,1,4,-21
diopde01,4:00,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,1,0,-15
Team Totals,240,38,74,.514,2,8,.250,26,30,.867,9,35,44,23,6,9,24,22,104,
Washington Wizards
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
stackje01,27:00,5,14,.357,1,3,.333,2,4,.500,1,1,2,1,0,0,4,1,13,-15
knighbr01,23:00,1,5,.200,0,0,,0,0,,0,3,3,5,3,0,0,2,2,-17
hughela01,19:00,3,10,.300,0,1,.000,4,6,.667,1,4,5,0,2,0,2,1,10,-16
haywobr01,19:00,3,7,.429,0,0,,2,2,1.000,1,0,1,0,1,0,2,1,8,-7
laettch01,18:00,2,3,.667,0,0,,0,0,,3,3,6,1,0,1,1,2,4,-10
hayesja01,32:00,7,12,.583,2,3,.667,4,4,1.000,1,2,3,1,0,0,0,2,20,+8
blakest01,26:00,6,11,.545,1,4,.250,2,3,.667,0,2,2,4,2,0,0,3,15,+15
dixonju01,25:00,5,12,.417,1,4,.250,2,2,1.000,0,2,2,5,4,0,2,4,13,+13
brownkw01,21:00,1,4,.250,0,0,,2,4,.500,0,4,4,0,1,3,0,3,4,-8
jeffrja01,16:00,2,5,.400,0,0,,1,2,.500,1,2,3,2,0,0,1,3,5,+17
thomaet01,14:00,2,3,.667,0,0,,2,2,1.000,1,1,2,1,2,0,1,1,6,0
Team Totals,240,37,86,.430,5,15,.333,21,29,.724,9,24,33,20,15,4,13,23,100,
