Indiana Pacers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
georgpa01,44:00,11,19,.579,5,8,.625,0,0,,0,11,11,5,1,0,5,2,27,-6
westda01,40:30,7,16,.438,0,0,,3,4,.750,2,6,8,0,1,1,0,1,17,-19
hibbero01,39:55,8,14,.571,0,0,,6,6,1.000,2,4,6,0,0,2,3,3,22,-1
hillge01,36:50,0,4,.000,0,2,.000,1,1,1.000,0,0,0,4,3,0,3,4,1,-2
stephla01,28:09,2,7,.286,0,1,.000,0,0,,0,3,3,2,1,1,3,6,4,-15
augusdj01,18:15,0,2,.000,0,2,.000,0,0,,0,0,0,0,0,0,1,1,0,-8
youngsa01,16:46,1,1,1.000,0,0,,0,0,,0,1,1,0,0,0,2,0,2,-2
mahinia01,8:05,1,3,.333,0,0,,1,2,.500,1,1,2,0,0,1,0,2,3,-10
hansbty01,7:30,1,3,.333,0,0,,1,2,.500,1,1,2,0,0,0,0,0,3,+8
Team Totals,240,31,69,.449,5,13,.385,12,15,.800,6,27,33,11,6,5,17,19,79,
Miami Heat
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamesle01,44:29,13,26,.500,3,7,.429,1,4,.250,0,8,8,6,2,1,3,1,30,+14
wadedw01,40:36,3,8,.375,0,1,.000,4,6,.667,2,4,6,4,1,1,3,0,10,+6
chalmma01,33:35,5,12,.417,2,4,.500,0,0,,0,1,1,6,1,0,1,3,12,+13
boshch01,33:22,3,7,.429,1,1,1.000,0,0,,0,5,5,1,1,0,0,2,7,+12
hasleud01,25:35,8,9,.889,0,0,,0,0,,3,0,3,0,0,1,0,2,16,+11
allenra02,20:58,2,6,.333,1,3,.333,2,2,1.000,1,3,4,0,0,0,2,0,7,+8
anderch01,18:20,2,2,1.000,0,0,,0,0,,0,4,4,0,1,2,0,2,4,+1
coleno01,14:36,2,3,.667,0,0,,0,0,,0,1,1,2,0,1,0,0,4,-2
battish01,8:29,0,2,.000,0,2,.000,0,0,,0,0,0,0,0,1,1,1,0,-8
Team Totals,240,38,75,.507,7,18,.389,7,12,.583,6,26,32,19,6,7,10,11,90,
