Chicago Bulls
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
denglu01,43:22,2,9,.222,0,2,.000,2,2,1.000,1,3,4,5,2,0,0,2,6,+12
boozeca01,42:09,12,17,.706,0,0,,3,5,.600,6,6,12,1,0,1,3,1,27,+19
noahjo01,36:31,5,11,.455,0,0,,3,4,.750,6,6,12,4,1,0,3,3,13,-8
hinriki01,29:11,3,8,.375,2,5,.400,2,2,1.000,0,4,4,8,1,1,3,4,10,+13
hamilri01,17:11,3,6,.500,1,2,.500,0,0,,0,2,2,1,0,0,4,2,7,-2
robinna01,18:49,5,9,.556,1,2,.500,2,2,1.000,0,0,0,1,3,0,0,2,13,-6
belinma01,17:48,3,8,.375,1,3,.333,0,0,,0,0,0,0,0,0,1,1,7,-3
butleji01,17:39,2,6,.333,0,0,,4,5,.800,1,4,5,2,0,0,0,3,8,+7
gibsota01,17:20,1,6,.167,0,0,,3,4,.750,5,4,9,0,0,0,1,2,5,+3
Team Totals,240,36,80,.450,5,14,.357,19,24,.792,19,29,48,22,7,2,15,20,96,
Miami Heat
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamesle01,41:05,8,14,.571,1,5,.200,13,16,.813,0,6,6,2,1,0,2,2,30,-18
boshch01,37:55,5,12,.417,0,2,.000,4,4,1.000,1,4,5,5,1,2,4,4,14,+10
wadedw01,32:52,7,11,.636,1,1,1.000,7,9,.778,0,3,3,4,2,0,3,3,22,-3
chalmma01,25:05,2,6,.333,1,3,.333,0,0,,0,1,1,3,1,0,1,2,5,-11
hasleud01,20:26,2,3,.667,0,0,,0,0,,1,2,3,0,2,0,0,3,4,-6
battish01,26:00,1,6,.167,1,5,.200,0,0,,0,1,1,1,1,0,0,2,3,+2
allenra02,23:16,2,3,.667,1,2,.500,0,0,,2,3,5,2,0,0,2,4,5,-4
coleno01,15:56,3,8,.375,0,1,.000,0,2,.000,0,4,4,0,0,0,0,2,6,+1
millemi01,10:14,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,0,0,+6
anthojo01,7:11,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-12
Team Totals,240,30,65,.462,5,20,.250,24,31,.774,4,24,28,17,8,2,12,22,89,
