Sacramento Kings
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
salmojo01,50:03,6,11,.545,3,4,.750,0,0,,0,5,5,7,1,2,4,4,15,-3
couside01,49:03,10,17,.588,0,1,.000,4,7,.571,6,9,15,5,2,0,4,5,24,-17
thomais02,48:20,5,11,.455,2,4,.500,2,2,1.000,0,2,2,9,1,0,2,3,14,-15
evansty01,42:55,11,19,.579,1,4,.250,3,4,.750,3,1,4,4,5,0,2,5,26,-16
thompja02,26:15,3,10,.300,0,0,,2,3,.667,3,3,6,2,1,0,4,1,8,+4
thornma01,40:03,11,18,.611,8,12,.667,6,8,.750,2,0,2,3,1,1,1,3,36,-12
pattepa01,10:13,0,1,.000,0,0,,0,0,,0,1,1,0,0,0,1,1,0,-7
brookaa01,9:39,0,4,.000,0,2,.000,0,0,,0,1,1,1,1,1,1,1,0,+3
hayesch01,8:57,2,2,1.000,0,0,,0,0,,0,4,4,2,0,1,0,1,4,+5
outlatr01,4:32,0,0,,0,0,,2,2,1.000,0,0,0,0,0,0,0,1,2,-2
Team Totals,290,48,93,.516,14,27,.519,19,26,.731,14,26,40,33,12,5,19,25,129,
Miami Heat
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamesle01,47:45,14,23,.609,1,2,.500,11,12,.917,3,5,8,16,2,1,2,1,40,+11
wadedw01,45:28,19,28,.679,1,2,.500,0,2,.000,2,6,8,7,3,2,4,1,39,+5
boshch01,41:10,5,13,.385,0,2,.000,5,6,.833,1,7,8,2,3,4,1,3,15,+1
chalmma01,32:30,2,8,.250,2,5,.400,0,0,,0,1,1,4,1,0,1,4,6,+11
hasleud01,21:58,2,3,.667,0,0,,1,2,.500,2,2,4,2,1,0,0,3,5,+1
allenra02,41:12,8,14,.571,5,10,.500,0,0,,0,4,4,3,0,0,1,1,21,+12
coleno01,24:54,1,2,.500,0,0,,0,0,,0,2,2,1,3,0,2,4,2,+1
lewisra02,18:12,1,5,.200,1,2,.500,0,0,,0,3,3,0,0,1,1,3,3,+7
anderch01,16:50,4,5,.800,0,0,,2,2,1.000,0,3,3,0,0,1,0,2,10,+11
Team Totals,290,56,101,.554,10,23,.435,19,24,.792,8,33,41,35,13,9,12,22,141,
