Cleveland Cavaliers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamesle01,43:43,8,20,.400,2,7,.286,8,14,.571,1,5,6,11,1,2,0,3,26,+4
westde01,40:52,5,16,.313,0,4,.000,2,2,1.000,1,1,2,2,3,0,5,4,12,+11
ilgauzy01,36:10,7,9,.778,0,0,,3,3,1.000,3,8,11,0,2,1,1,3,17,+2
willima01,35:37,8,15,.533,4,5,.800,0,0,,1,2,3,1,1,0,3,4,20,-1
varejan01,35:23,3,6,.500,0,0,,1,3,.333,2,5,7,1,1,0,1,3,7,+1
hicksjj01,18:44,2,3,.667,0,0,,2,2,1.000,2,4,6,0,0,0,2,2,6,-5
gibsoda01,17:21,0,4,.000,0,3,.000,0,0,,0,2,2,2,0,0,0,2,0,-2
szczewa02,12:10,0,1,.000,0,1,.000,0,0,,0,3,3,1,1,0,1,2,0,-5
Team Totals,240,33,74,.446,6,20,.300,16,24,.667,10,30,40,18,9,3,13,23,88,
Atlanta Hawks
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
johnsjo02,38:31,8,17,.471,1,2,.500,4,7,.571,1,4,5,4,2,1,3,3,21,-1
horfoal01,36:38,3,10,.300,0,0,,4,4,1.000,1,9,10,1,1,2,2,3,10,-4
willima02,35:30,4,9,.444,1,1,1.000,5,6,.833,3,7,10,1,2,1,3,4,14,-1
smithjo03,34:03,4,10,.400,0,0,,0,2,.000,1,2,3,1,1,1,2,3,8,+2
bibbymi01,26:36,3,7,.429,0,3,.000,3,3,1.000,0,3,3,2,0,0,0,1,9,-11
murraro01,31:07,5,15,.333,1,3,.333,3,5,.600,0,1,1,2,1,2,1,2,14,0
pachuza01,23:20,4,5,.800,0,0,,3,4,.750,6,2,8,0,0,0,2,4,11,+4
evansma01,14:16,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,1,0,+6
Team Totals,240,31,74,.419,3,10,.300,22,31,.710,12,29,41,11,7,7,13,21,87,
