Washington Wizards
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamisan01,43:22,10,24,.417,1,8,.125,2,2,1.000,3,16,19,2,0,0,3,2,23,-8
butleca01,40:24,5,10,.500,0,3,.000,4,5,.800,0,4,4,4,3,0,4,4,14,+2
stevede01,38:14,1,9,.111,1,6,.167,0,0,,0,1,1,5,1,0,1,2,3,-10
haywobr01,29:59,6,9,.667,0,0,,3,4,.750,5,5,10,0,0,3,2,5,15,-19
daniean01,20:00,2,4,.500,0,0,,0,0,,0,0,0,1,0,0,2,0,4,-12
arenagi01,27:47,8,16,.500,4,5,.800,4,4,1.000,0,1,1,3,0,0,0,6,24,+3
songada01,19:33,1,6,.167,0,0,,1,2,.500,2,2,4,1,0,0,1,4,3,0
masonro01,11:57,0,4,.000,0,2,.000,0,0,,0,1,1,0,0,0,0,0,0,+2
blatcan01,8:44,0,0,,0,0,,0,0,,0,2,2,0,0,0,0,3,0,+7
Team Totals,240,33,82,.402,6,24,.250,14,17,.824,10,32,42,16,4,3,13,26,86,
Cleveland Cavaliers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamesle01,41:25,12,19,.632,0,2,.000,8,14,.571,0,6,6,4,1,2,1,1,32,+9
ilgauzy01,37:15,7,17,.412,0,0,,8,8,1.000,4,7,11,4,0,0,0,3,22,+22
westde01,35:21,3,10,.300,2,4,.500,8,8,1.000,0,5,5,5,2,2,1,4,16,+12
szczewa02,29:18,2,10,.200,1,6,.167,3,3,1.000,0,2,2,2,0,0,0,3,8,+12
wallabe01,23:07,0,0,,0,0,,0,2,.000,1,5,6,1,1,0,0,1,0,+4
gibsoda01,28:20,4,9,.444,2,5,.400,1,2,.500,0,0,0,5,1,0,2,1,11,0
varejan01,27:06,1,6,.167,0,0,,0,0,,2,6,8,2,1,0,2,1,2,-12
brownde02,9:38,1,4,.250,0,2,.000,0,0,,0,1,1,0,0,0,1,2,2,-12
smithjo02,8:31,0,1,.000,0,0,,0,0,,0,4,4,1,0,1,1,1,0,0
Team Totals,240,30,76,.395,5,19,.263,28,37,.757,7,36,43,24,6,5,8,17,93,
