Miami Heat
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamesle01,42:19,10,22,.455,0,2,.000,12,12,1.000,2,6,8,5,1,0,2,4,32,+6
battish01,41:50,6,8,.750,5,7,.714,0,0,,0,1,1,1,0,0,0,3,17,+5
boshch01,40:23,6,13,.462,0,1,.000,4,5,.800,7,8,15,1,1,2,2,3,16,+11
chalmma01,39:30,1,7,.143,1,3,.333,0,0,,0,4,4,1,3,0,3,2,3,+6
wadedw01,39:28,10,20,.500,0,0,,4,6,.667,1,5,6,5,0,1,3,2,24,+10
hasleud01,16:22,1,2,.500,0,0,,0,0,,1,3,4,0,0,1,2,3,2,-10
coleno01,13:17,1,3,.333,0,1,.000,0,0,,0,1,1,0,0,0,1,3,2,-4
jonesja02,5:35,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,-3
millemi01,1:16,0,0,,0,0,,2,2,1.000,0,1,1,0,0,0,0,1,2,-1
Team Totals,240,36,76,.474,6,14,.429,22,25,.880,11,29,40,13,5,4,13,21,100,
Oklahoma City Thunder
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
westbru01,41:41,10,26,.385,2,6,.333,5,7,.714,2,6,8,7,1,0,2,3,27,-11
duranke01,38:37,12,22,.545,4,10,.400,4,6,.667,0,3,3,1,2,1,2,5,32,-9
sefolth01,37:21,1,5,.200,1,3,.333,0,0,,2,3,5,2,2,2,1,2,3,-3
ibakase01,29:21,2,5,.400,0,0,,3,4,.750,2,2,4,1,0,5,0,2,7,-15
perkike01,19:36,1,5,.200,0,0,,2,2,1.000,4,4,8,0,0,1,3,3,4,-16
hardeja01,34:53,7,11,.636,2,3,.667,5,7,.714,0,4,4,2,1,0,2,3,21,+13
fishede01,23:59,1,5,.200,0,4,.000,0,0,,0,1,1,0,2,0,0,1,2,+13
collini01,14:32,0,0,,0,0,,0,0,,0,3,3,1,1,0,0,3,0,+8
Team Totals,240,34,79,.430,9,26,.346,19,26,.731,10,26,36,14,9,9,10,22,96,
