New Jersey Nets
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jefferi01,43:00,7,13,.538,1,1,1.000,12,15,.800,0,4,4,7,2,1,6,2,27,+1
collija04,34:00,8,10,.800,0,0,,1,4,.250,2,6,8,0,1,2,1,5,17,-1
willier01,32:00,1,2,.500,0,0,,3,4,.750,0,2,2,6,0,0,2,4,5,+6
mournal01,28:00,8,15,.533,0,0,,0,0,,0,2,2,0,1,0,2,1,16,0
kiddja01,20:00,3,9,.333,3,5,.600,1,1,1.000,0,2,2,2,0,0,2,2,10,-9
besttr01,30:00,4,9,.444,0,1,.000,3,3,1.000,0,2,2,3,1,0,1,3,11,-1
buforro01,19:00,2,6,.333,0,0,,0,0,,0,1,1,2,0,0,0,2,4,-11
scalabr01,16:00,0,2,.000,0,1,.000,0,0,,1,2,3,1,0,0,0,1,0,-8
krstine01,8:00,1,4,.250,0,0,,3,4,.750,2,0,2,0,1,0,0,2,5,-1
vaughja01,6:00,1,1,1.000,0,0,,0,0,,0,0,0,2,0,0,0,2,2,-2
williaa01,4:00,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,1,0,-4
Team Totals,240,35,71,.493,4,8,.500,23,31,.742,6,21,27,23,6,3,14,25,97,
Cleveland Cavaliers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamesle01,46:00,11,22,.500,0,1,.000,5,6,.833,0,2,2,8,3,0,3,4,27,+6
mcinnje01,42:00,7,15,.467,0,4,.000,2,2,1.000,0,0,0,8,2,0,2,2,16,+4
goodedr01,38:00,5,10,.500,0,0,,6,9,.667,1,9,10,3,1,0,3,5,16,+6
ilgauzy01,34:00,5,11,.455,0,0,,9,9,1.000,5,5,10,0,0,2,2,4,19,+4
newblir01,13:00,1,2,.500,0,0,,0,0,,0,1,1,1,0,0,0,3,2,-9
snower01,23:00,1,3,.333,0,0,,0,0,,0,0,0,3,0,1,0,2,2,+10
harrilu01,21:00,3,6,.500,1,3,.333,4,4,1.000,1,1,2,0,3,0,1,1,11,+10
traylro01,13:00,2,3,.667,0,0,,0,1,.000,2,2,4,0,0,1,1,4,4,-3
varejan01,10:00,2,3,.667,0,0,,2,4,.500,3,3,6,0,0,1,1,1,6,+2
Team Totals,240,37,75,.493,1,8,.125,28,35,.800,12,23,35,23,9,5,13,26,103,
