Houston Rockets
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
mcgratr01,39:16,10,32,.313,3,10,.300,2,5,.400,0,7,7,4,0,0,3,0,25,+3
alstora01,35:04,2,8,.250,2,5,.400,1,2,.500,1,7,8,2,3,0,1,2,7,-15
battish01,34:05,5,9,.556,3,5,.600,2,2,1.000,0,3,3,2,0,0,0,3,15,-8
mingya01,27:23,5,15,.333,0,0,,6,8,.750,6,5,11,2,1,2,5,4,16,-5
hayesch01,27:14,4,8,.500,0,0,,0,0,,3,6,9,2,1,0,0,1,8,-2
headlu01,24:14,2,7,.286,1,5,.200,0,0,,1,2,3,4,1,0,2,1,5,-3
mutomdi01,19:28,1,1,1.000,0,0,,1,2,.500,3,7,10,0,0,2,0,0,3,+1
howarju01,19:21,1,4,.250,0,0,,0,0,,2,1,3,2,0,0,3,3,2,-3
snydeki01,13:55,2,5,.400,0,0,,0,0,,3,1,4,0,0,1,1,2,4,+2
Team Totals,240,32,89,.360,9,25,.360,12,19,.632,19,39,58,18,6,5,15,16,85,
Cleveland Cavaliers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamesle01,41:38,12,24,.500,3,6,.500,5,9,.556,1,11,12,8,0,0,3,2,32,-1
hughela01,41:23,7,15,.467,2,4,.500,6,9,.667,1,5,6,7,0,1,3,1,22,+8
ilgauzy01,26:54,4,10,.400,0,0,,0,0,,2,3,5,0,2,3,0,2,8,+1
goodedr01,26:10,4,9,.444,0,0,,0,0,,1,7,8,0,2,0,2,1,8,0
pavloal01,25:06,1,8,.125,0,1,.000,0,0,,1,2,3,3,1,0,1,3,2,+3
snower01,22:54,2,2,1.000,0,0,,0,0,,1,3,4,1,1,0,2,1,4,+3
varejan01,21:50,2,3,.667,0,0,,0,0,,0,5,5,1,2,1,1,3,4,+6
marshdo01,20:53,2,5,.400,2,3,.667,0,0,,1,3,4,0,2,1,1,3,6,+5
brownsh01,12:59,2,5,.400,1,3,.333,0,0,,0,0,0,0,2,0,1,0,5,+5
newblir01,0:13,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0
Team Totals,240,36,81,.444,8,17,.471,11,18,.611,8,39,47,20,12,6,14,16,91,
