Cleveland Cavaliers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
westde01,41:34,5,10,.500,1,3,.333,5,7,.714,2,2,4,6,3,1,2,1,16,-1
jamesle01,38:11,13,21,.619,2,6,.333,6,12,.500,0,6,6,2,3,0,3,2,34,-10
ilgauzy01,23:09,3,12,.250,0,0,,6,8,.750,3,2,5,1,2,0,1,3,12,-8
brownde02,21:43,4,8,.500,1,1,1.000,2,2,1.000,1,5,6,3,0,0,2,3,11,+3
wallabe01,18:22,0,1,.000,0,0,,0,0,,1,4,5,0,0,3,1,1,0,-2
varejan01,26:22,0,2,.000,0,0,,0,0,,3,5,8,4,0,2,1,3,0,-12
smithjo02,25:10,9,16,.563,0,0,,2,3,.667,2,3,5,2,1,1,2,3,20,+11
gibsoda01,23:16,0,6,.000,0,4,.000,0,0,,0,1,1,2,0,0,0,4,0,-7
szczewa02,19:07,1,5,.200,0,0,,0,1,.000,0,1,1,0,0,0,0,2,2,+2
pavloal01,3:06,0,1,.000,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-1
Team Totals,240,35,82,.427,4,14,.286,21,33,.636,12,29,41,20,9,7,12,22,95,
Chicago Bulls
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
noahjo01,38:40,4,7,.571,0,0,,9,13,.692,3,8,11,1,1,4,2,4,17,-3
thomaty01,35:27,9,16,.563,0,0,,2,3,.667,4,10,14,3,0,3,5,5,20,+6
denglu01,30:53,6,14,.429,3,4,.750,6,6,1.000,0,2,2,1,0,1,1,5,21,+16
hughela01,30:03,3,11,.273,1,4,.250,2,4,.500,0,2,2,2,1,0,1,0,9,+3
hinriki01,22:20,1,5,.200,0,1,.000,0,0,,0,3,3,6,3,1,3,5,2,-8
duhonch01,22:16,3,5,.600,1,2,.500,1,2,.500,0,2,2,5,1,0,1,0,8,+11
gordobe01,21:21,6,11,.545,3,6,.500,1,2,.500,0,4,4,3,0,0,1,2,16,+4
sefolth01,18:31,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,-17
nocioan01,12:35,1,4,.250,0,0,,1,1,1.000,1,3,4,0,0,0,3,3,3,+8
grayaa01,7:54,2,3,.667,0,0,,0,0,,1,0,1,0,0,0,0,3,4,+5
Team Totals,240,35,77,.455,8,18,.444,22,31,.710,9,35,44,21,6,9,17,27,100,
