Golden State Warriors
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
davisba01,48:00,9,22,.409,2,7,.286,7,7,1.000,0,5,5,10,4,0,3,2,27,+9
ellismo01,48:00,7,11,.636,0,0,,5,5,1.000,2,2,4,2,0,0,4,2,19,+9
jacksst02,44:44,10,19,.526,2,5,.400,7,7,1.000,1,4,5,3,0,0,2,1,29,+7
harrial01,36:17,6,9,.667,2,2,1.000,2,4,.500,1,8,9,1,0,0,3,3,16,+15
biedran01,35:52,4,8,.500,0,0,,1,2,.500,1,11,12,1,2,2,4,4,9,+23
pietrmi01,14:57,1,3,.333,0,1,.000,0,0,,0,3,3,1,1,0,0,3,2,-4
azubuke01,6:13,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-9
barnema02,5:57,1,1,1.000,1,1,1.000,0,0,,0,2,2,0,0,0,0,1,3,-5
Team Totals,240,38,73,.521,7,16,.438,22,25,.880,5,35,40,18,7,2,17,16,105,
Cleveland Cavaliers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamesle01,40:51,8,20,.400,0,2,.000,9,13,.692,2,3,5,8,1,1,3,2,25,-12
gibsoda01,31:50,5,9,.556,2,6,.333,1,1,1.000,1,4,5,5,1,2,0,5,13,+2
goodedr01,25:19,2,5,.400,0,0,,1,4,.250,2,4,6,2,1,0,3,1,5,-13
ilgauzy01,22:25,8,14,.571,0,0,,4,4,1.000,2,3,5,1,1,2,1,1,20,-14
pavloal01,21:38,2,7,.286,0,2,.000,1,2,.500,2,1,3,2,0,0,1,4,5,+2
varejan01,29:18,3,6,.500,0,0,,1,1,1.000,4,7,11,1,1,0,1,1,7,-4
brownde02,29:00,4,7,.571,1,2,.500,1,3,.333,3,4,7,1,2,0,1,4,10,-3
hughela01,18:00,1,8,.125,0,3,.000,0,0,,0,1,1,0,0,0,1,1,2,-23
brownsh01,12:00,3,8,.375,1,2,.500,0,0,,0,1,1,1,1,0,1,0,7,+15
newblir01,6:58,1,6,.167,0,2,.000,0,0,,3,0,3,0,2,0,0,1,2,-2
snower01,2:41,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+7
Team Totals,240,37,90,.411,4,19,.211,18,28,.643,19,28,47,21,10,5,12,20,96,
