Miami Heat
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
wadedw01,39:40,10,18,.556,0,0,,8,10,.800,2,5,7,1,1,2,5,0,28,+10
boshch01,38:38,7,16,.438,0,1,.000,11,12,.917,0,6,6,2,1,0,2,2,25,+12
jamesle01,37:38,8,18,.444,0,2,.000,7,10,.700,3,10,13,8,0,0,5,1,23,+6
chalmma01,28:12,2,4,.500,1,2,.500,0,0,,0,3,3,6,2,0,0,3,5,+6
ilgauzy01,12:03,3,4,.750,0,0,,0,0,,0,0,0,0,0,0,2,3,6,+7
dampier01,27:42,3,3,1.000,0,0,,2,4,.500,3,7,10,0,0,2,0,3,8,+1
houseed01,25:04,3,8,.375,1,5,.200,1,1,1.000,0,3,3,2,0,0,1,0,8,+2
arroyca01,15:42,0,2,.000,0,1,.000,0,0,,1,2,3,3,0,0,2,1,0,-2
anthojo01,8:15,0,0,,0,0,,0,0,,1,3,4,0,1,1,0,0,0,0
jonesja02,7:06,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,1,0,-2
Team Totals,240,36,73,.493,2,11,.182,29,37,.784,10,39,49,22,5,6,17,14,103,
Toronto Raptors
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
derozde01,41:53,9,20,.450,0,1,.000,6,6,1.000,1,3,4,2,2,1,1,4,24,-8
bargnan01,39:24,15,26,.577,5,6,.833,3,4,.750,0,4,4,0,0,0,3,4,38,-10
caldejo01,34:45,2,9,.222,1,4,.250,0,1,.000,0,1,1,14,1,0,1,1,5,-9
johnsam01,25:52,2,10,.200,0,0,,1,2,.500,5,6,11,3,2,5,1,5,5,-12
weemsso01,23:43,0,2,.000,0,0,,2,2,1.000,1,1,2,1,0,0,0,1,2,-10
barbole01,26:29,1,7,.143,0,2,.000,3,3,1.000,0,1,1,4,1,0,0,1,5,+3
davised01,22:37,4,5,.800,0,0,,0,0,,3,10,13,0,2,0,2,4,8,-1
bayleje01,14:45,0,3,.000,0,1,.000,2,2,1.000,0,3,3,2,1,0,2,2,2,+1
ajincal01,10:32,3,5,.600,0,0,,0,0,,1,1,2,0,0,1,0,2,6,+6
Team Totals,240,36,87,.414,6,14,.429,17,20,.850,11,30,41,26,9,7,10,24,95,
