Minnesota Timberwolves
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
ellinwa01,32:09,2,8,.250,1,3,.333,2,6,.333,0,3,3,1,0,0,4,2,7,-32
loveke01,25:39,7,11,.636,1,2,.500,5,5,1.000,3,3,6,1,0,1,1,1,20,-16
ridnolu01,17:39,1,7,.143,1,3,.333,0,0,,0,1,1,1,2,0,0,3,3,-26
milicda01,16:17,0,5,.000,0,0,,0,0,,1,3,4,2,1,0,1,2,0,-20
beaslmi01,10:35,4,9,.444,1,1,1.000,2,2,1.000,1,1,2,0,0,0,2,1,11,-6
pekovni01,27:12,4,10,.400,0,0,,4,4,1.000,4,4,8,0,1,0,3,2,12,-13
breweco01,25:35,1,8,.125,0,2,.000,3,4,.750,0,3,3,2,2,0,1,1,5,-10
johnswe01,24:29,4,12,.333,1,3,.333,4,6,.667,2,1,3,5,2,0,4,0,13,-15
telfase01,24:25,5,7,.714,0,1,.000,3,4,.750,0,1,1,1,1,0,1,4,13,0
tollian01,16:29,1,3,.333,0,0,,2,2,1.000,0,5,5,1,1,0,1,4,4,-9
koufoko01,10:40,1,1,1.000,0,0,,0,1,.000,1,2,3,0,0,1,0,2,2,-6
haywala01,8:51,1,3,.333,1,3,.333,4,4,1.000,1,0,1,0,0,0,0,1,7,-7
Team Totals,240,31,84,.369,6,18,.333,29,38,.763,13,27,40,14,10,2,18,23,97,
Miami Heat
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamesle01,32:26,7,12,.583,0,2,.000,6,8,.750,0,0,0,12,2,1,1,0,20,+32
boshch01,26:20,4,12,.333,0,0,,5,6,.833,1,5,6,2,2,1,2,2,13,+25
wadedw01,24:27,12,17,.706,0,0,,2,2,1.000,1,1,2,1,0,0,3,5,26,+12
arroyca01,23:54,2,3,.667,1,2,.500,3,3,1.000,1,5,6,3,0,0,1,1,8,+29
anthojo01,20:25,1,1,1.000,0,0,,2,2,1.000,0,5,5,0,1,1,0,2,4,+11
hasleud01,23:59,5,6,.833,0,0,,1,2,.500,1,9,10,1,0,1,1,4,11,+10
jonesja02,22:26,6,10,.600,5,9,.556,0,0,,1,5,6,1,0,0,0,4,17,+11
ilgauzy01,19:20,3,6,.500,0,0,,0,0,,2,4,6,2,0,2,1,4,6,+12
chalmma01,17:43,2,4,.500,2,4,.500,2,2,1.000,0,2,2,8,1,0,2,1,8,+8
houseed01,17:08,4,5,.800,4,4,1.000,3,4,.750,0,2,2,1,2,0,2,3,15,-2
stackje01,5:56,0,2,.000,0,0,,1,2,.500,1,0,1,0,0,1,1,0,1,+6
howarju01,5:56,0,1,.000,0,0,,0,0,,0,1,1,0,1,0,0,1,0,+6
Team Totals,240,46,79,.582,12,21,.571,25,31,.806,8,39,47,31,9,7,14,27,129,
