Charlotte Bobcats
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jacksst02,41:15,12,24,.500,4,9,.444,2,2,1.000,1,2,3,2,1,1,2,3,30,-7
diawbo01,41:13,4,7,.571,0,2,.000,0,0,,0,3,3,7,3,0,5,3,8,-5
wallage01,32:13,2,9,.222,0,1,.000,2,2,1.000,1,8,9,2,1,0,4,6,6,+1
augusdj01,24:33,1,4,.250,0,3,.000,1,2,.500,0,2,2,5,1,0,0,2,3,-2
mohamna01,18:39,5,9,.556,0,0,,2,3,.667,0,5,5,0,0,0,1,1,12,-6
livinsh01,24:09,4,9,.444,0,1,.000,2,2,1.000,0,6,6,2,0,0,1,1,10,-6
brownde04,21:16,2,2,1.000,0,0,,3,3,1.000,0,3,3,1,2,0,0,3,7,-5
thomaty01,18:55,2,5,.400,0,0,,5,6,.833,0,3,3,0,0,0,1,3,9,+2
brownkw01,10:20,1,1,1.000,0,0,,0,2,.000,0,4,4,1,0,0,0,1,2,-4
carroma01,3:49,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-7
collish01,3:38,0,1,.000,0,1,.000,0,0,,0,0,0,1,0,0,0,0,0,-1
Team Totals,240,33,71,.465,4,17,.235,17,22,.773,2,36,38,21,8,1,14,23,87,
Miami Heat
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamesle01,39:29,12,25,.480,2,5,.400,6,7,.857,0,2,2,5,2,0,4,1,32,+4
boshch01,37:41,7,15,.467,0,0,,8,8,1.000,2,12,14,1,0,0,3,2,22,+16
wadedw01,36:09,4,13,.308,0,4,.000,3,6,.500,0,3,3,4,2,0,2,3,11,+7
ilgauzy01,19:21,4,5,.800,0,0,,0,0,,3,6,9,0,1,2,0,2,8,-1
arroyca01,15:39,2,5,.400,1,1,1.000,3,4,.750,0,1,1,1,0,0,0,0,8,+5
hasleud01,32:09,3,6,.500,0,0,,0,0,,3,6,9,1,0,0,1,2,6,+6
jonesja02,27:33,2,6,.333,2,6,.333,1,1,1.000,0,3,3,1,0,1,0,1,7,+5
houseed01,19:00,0,3,.000,0,0,,1,1,1.000,0,1,1,0,0,0,1,4,1,-1
anthojo01,6:49,0,1,.000,0,0,,0,0,,2,0,2,0,0,0,1,2,0,-5
chalmma01,6:10,0,1,.000,0,1,.000,0,0,,0,0,0,1,1,0,0,1,0,+4
Team Totals,240,34,80,.425,5,17,.294,22,27,.815,10,34,44,14,6,3,12,18,95,
