Miami Heat
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
wadedw01,41:08,13,22,.591,0,0,,6,8,.750,4,5,9,2,2,0,9,4,32,-2
jamesle01,40:13,7,14,.500,2,5,.400,7,11,.636,0,4,4,13,4,3,4,3,23,+6
boshch01,35:50,8,13,.615,0,1,.000,4,8,.500,3,4,7,1,0,1,2,5,20,0
chalmma01,23:13,1,2,.500,1,2,.500,3,3,1.000,0,0,0,3,0,0,1,3,6,-1
ilgauzy01,19:48,4,8,.500,0,0,,0,0,,1,4,5,0,1,0,1,3,8,+3
millemi01,28:35,2,6,.333,2,4,.500,0,0,,3,5,8,2,2,0,1,0,6,+14
anthojo01,27:10,1,3,.333,0,0,,0,0,,1,5,6,0,0,5,1,5,2,-6
jonesja02,12:15,2,5,.400,2,4,.500,0,0,,0,1,1,0,0,0,0,1,6,+5
houseed01,11:48,1,2,.500,1,2,.500,2,2,1.000,0,1,1,0,1,0,1,0,5,+6
Team Totals,240,39,75,.520,8,18,.444,22,32,.688,12,29,41,21,10,9,20,24,108,
Oklahoma City Thunder
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
greenje02,44:02,10,21,.476,1,3,.333,2,3,.667,3,8,11,1,2,1,2,1,23,-5
duranke01,40:04,7,20,.350,3,5,.600,16,19,.842,4,6,10,1,4,0,3,3,33,-3
westbru01,36:47,7,22,.318,0,2,.000,7,8,.875,3,4,7,10,2,1,2,3,21,-3
hardeja01,28:18,1,3,.333,1,2,.500,2,4,.500,1,5,6,5,1,0,2,5,5,0
krstine01,15:40,1,3,.333,0,0,,0,0,,1,1,2,0,0,0,2,2,2,+4
cookda02,31:14,5,8,.625,3,5,.600,0,0,,0,4,4,0,0,0,0,6,13,-5
collini01,23:07,3,3,1.000,0,0,,0,0,,2,0,2,0,1,1,1,3,6,-15
maynoer01,11:36,0,4,.000,0,1,.000,0,0,,0,0,0,3,1,0,0,0,0,-4
ibakase01,9:13,0,0,,0,0,,0,0,,0,0,0,0,0,1,0,2,0,+6
Team Totals,240,34,84,.405,8,18,.444,27,34,.794,14,28,42,20,11,4,12,25,103,
