Indiana Pacers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
georgpa01,40:03,4,11,.364,3,5,.600,2,4,.500,1,3,4,3,1,1,4,4,13,-30
grangda01,33:22,2,13,.154,1,7,.143,1,1,1.000,0,4,4,2,1,1,4,3,6,-26
hibbero01,32:24,7,11,.636,0,0,,2,3,.667,2,10,12,2,0,0,2,3,16,-22
collida01,25:04,5,9,.556,0,2,.000,0,0,,1,2,3,1,0,0,1,1,10,-5
westda01,19:48,2,6,.333,0,0,,5,5,1.000,1,3,4,2,0,0,3,3,9,+4
hansbty01,30:43,2,8,.250,0,0,,10,11,.909,1,2,3,0,2,0,2,4,14,-43
hillge01,21:57,1,5,.200,1,3,.333,6,7,.857,0,1,1,1,0,0,3,1,9,-29
jonesda02,15:31,0,2,.000,0,1,.000,2,2,1.000,0,0,0,0,1,0,0,3,2,-13
amundlo01,12:12,1,2,.500,0,0,,2,6,.333,3,1,4,0,1,1,2,4,4,-5
priceaj01,5:13,0,0,,0,0,,0,0,,0,0,0,0,1,0,1,0,0,+1
stephla01,3:43,0,2,.000,0,1,.000,0,0,,0,1,1,1,0,0,1,0,0,-7
Team Totals,240,24,69,.348,5,19,.263,30,39,.769,9,27,36,12,7,3,23,26,83,
Miami Heat
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamesle01,37:41,12,21,.571,0,0,,9,11,.818,2,6,8,13,2,0,2,2,33,+31
boshch01,31:53,7,11,.636,0,0,,8,8,1.000,1,5,6,1,2,0,1,3,22,+21
chalmma01,30:17,6,10,.600,2,5,.400,0,0,,1,5,6,3,1,0,1,1,14,+18
anthojo01,26:54,2,2,1.000,0,0,,2,2,1.000,0,3,3,0,1,0,0,2,6,+13
jonesja02,25:20,4,9,.444,4,8,.500,2,2,1.000,0,1,1,1,1,0,0,3,14,+9
battish01,24:07,2,6,.333,0,3,.000,0,0,,0,0,0,0,0,1,0,3,4,+24
hasleud01,22:53,3,5,.600,0,0,,2,2,1.000,2,8,10,1,1,0,0,4,8,+27
coleno01,21:22,4,12,.333,1,4,.250,1,1,1.000,1,1,2,5,2,0,6,2,10,+24
pittmde01,8:43,1,2,.500,0,0,,0,0,,0,2,2,0,0,0,1,3,2,+4
harrite01,6:06,1,1,1.000,1,1,1.000,2,2,1.000,0,1,1,0,2,0,1,0,5,+3
howarju01,4:44,0,1,.000,0,0,,0,0,,0,3,3,1,0,0,1,2,0,+1
Team Totals,240,42,80,.525,8,21,.381,26,28,.929,7,35,42,25,12,1,13,25,118,
