Miami Heat
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamesle01,39:09,8,15,.533,0,4,.000,4,4,1.000,0,6,6,9,1,0,3,3,20,+16
boshch01,38:47,8,14,.571,0,1,.000,5,6,.833,1,3,4,2,0,2,5,3,21,-16
wadedw01,38:05,17,24,.708,1,3,.333,10,10,1.000,0,7,7,1,2,0,6,3,45,+2
arroyca01,23:41,3,5,.600,2,2,1.000,3,3,1.000,0,1,1,3,0,0,1,3,11,+3
ilgauzy01,18:53,3,7,.429,0,0,,1,1,1.000,1,4,5,0,0,2,0,3,7,+7
chalmma01,23:54,1,2,.500,1,2,.500,5,5,1.000,0,3,3,4,0,1,1,4,8,+3
anthojo01,22:04,0,0,,0,0,,4,6,.667,2,5,7,0,0,2,0,4,4,-1
jonesja02,12:22,1,3,.333,1,3,.333,0,0,,0,2,2,1,0,2,0,2,3,+5
howarju01,9:13,0,1,.000,0,0,,2,2,1.000,0,4,4,0,0,0,0,0,2,+22
dampier01,7:03,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,1,2,0
millemi01,6:49,1,2,.500,0,1,.000,0,0,,0,1,1,0,0,0,0,0,2,-11
Team Totals,240,43,74,.581,5,16,.313,34,37,.919,4,36,40,20,3,9,16,26,125,
Houston Rockets
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
battish01,33:37,2,9,.222,1,6,.167,0,0,,2,0,2,4,2,0,0,0,5,-11
martike02,31:41,7,16,.438,1,5,.200,6,10,.600,0,2,2,0,4,0,3,1,21,-11
scolalu01,31:04,10,20,.500,0,1,.000,2,2,1.000,1,4,5,1,0,0,1,2,22,-6
hayesch01,24:32,3,6,.500,0,0,,7,8,.875,3,5,8,3,1,0,0,3,13,-6
lowryky01,23:52,3,6,.500,3,4,.750,2,4,.500,3,4,7,7,1,0,1,5,11,+4
brookaa01,26:29,6,13,.462,0,4,.000,8,8,1.000,1,1,2,9,0,0,0,4,20,-12
hilljo01,20:47,3,7,.429,0,0,,0,0,,4,3,7,0,0,0,1,2,6,-6
millebr01,16:56,1,5,.200,1,3,.333,5,6,.833,1,2,3,3,1,0,0,3,8,0
budinch01,15:57,4,8,.500,3,3,1.000,0,0,,1,4,5,1,0,0,0,2,11,+14
leeco01,15:06,0,3,.000,0,1,.000,2,2,1.000,0,3,3,1,2,0,0,1,2,+4
Team Totals,240,39,93,.419,9,27,.333,32,40,.800,16,28,44,29,11,0,6,23,119,
