Phoenix Suns
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
scolalu01,33:27,5,11,.455,0,1,.000,5,6,.833,2,6,8,0,1,0,2,2,15,-23
beaslmi01,28:50,3,13,.231,1,5,.200,0,0,,0,1,1,1,1,1,1,3,7,-22
dragigo01,28:41,3,9,.333,2,3,.667,5,6,.833,0,3,3,9,2,0,2,2,13,-16
gortama01,27:24,6,10,.600,0,0,,0,2,.000,5,8,13,0,0,2,0,0,12,-22
dudleja01,22:40,3,9,.333,0,2,.000,2,2,1.000,0,0,0,2,1,0,2,3,8,-15
morrima02,25:44,4,10,.400,0,2,.000,1,2,.500,1,4,5,1,2,2,1,1,9,-10
brownsh01,20:50,5,12,.417,3,6,.500,5,7,.714,1,2,3,2,1,1,0,0,18,-12
telfase01,15:32,1,3,.333,0,0,,2,2,1.000,0,1,1,1,1,0,0,3,4,-11
tuckepj01,13:47,1,5,.200,0,0,,2,2,1.000,1,1,2,1,0,1,2,4,4,-2
marshke01,7:15,0,0,,0,0,,0,0,,0,0,0,2,1,0,0,0,0,+2
zellelu01,5:21,3,3,1.000,1,1,1.000,0,0,,0,1,1,0,0,0,0,0,7,+4
garredi02,5:21,1,1,1.000,0,0,,0,0,,0,0,0,2,1,0,0,0,2,+4
johnswe01,5:08,0,2,.000,0,1,.000,0,0,,0,1,1,1,0,0,1,1,0,-2
Team Totals,240,35,88,.398,7,21,.333,22,29,.759,10,28,38,22,11,7,11,19,99,
Miami Heat
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamesle01,30:11,10,17,.588,2,3,.667,1,3,.333,3,8,11,1,0,0,3,2,23,+25
wadedw01,28:21,9,14,.643,1,1,1.000,3,3,1.000,0,3,3,6,2,0,2,3,22,+23
chalmma01,28:07,3,5,.600,3,3,1.000,0,0,,0,4,4,11,3,1,1,2,9,+24
boshch01,25:11,7,10,.700,0,1,.000,4,4,1.000,0,4,4,2,0,2,0,2,18,+19
battish01,23:35,2,6,.333,1,4,.250,0,0,,0,5,5,2,1,1,1,1,5,+24
allenra02,28:25,4,9,.444,3,4,.750,4,4,1.000,0,6,6,6,1,0,2,2,15,+15
coleno01,19:53,2,3,.667,1,1,1.000,1,2,.500,0,1,1,2,0,0,1,3,6,+1
lewisra02,18:56,2,8,.250,2,6,.333,0,0,,1,5,6,2,0,0,3,3,6,+1
hasleud01,18:50,5,8,.625,0,0,,2,3,.667,0,5,5,0,0,0,0,3,12,+9
harrite01,6:11,1,2,.500,0,0,,0,0,,2,0,2,0,0,0,2,1,2,-4
millemi01,4:22,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,-6
jonesja02,3:59,2,3,.667,2,3,.667,0,0,,0,0,0,0,0,0,0,0,6,-3
anthojo01,3:59,0,1,.000,0,0,,0,0,,1,1,2,0,0,0,0,0,0,-3
Team Totals,240,47,86,.547,15,26,.577,15,19,.789,7,42,49,33,7,4,15,22,124,
