Miami Heat
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
wadedw01,38:37,10,17,.588,0,0,,7,9,.778,1,0,1,7,2,2,7,2,27,-21
hasleud01,31:55,4,7,.571,0,0,,1,1,1.000,3,6,9,0,0,0,2,1,9,-21
onealsh01,27:42,6,13,.462,0,0,,2,4,.500,2,5,7,1,0,1,1,5,14,-1
kaponja01,27:37,4,11,.364,1,3,.333,1,1,1.000,0,3,3,1,0,0,1,5,10,-9
paytoga01,27:11,0,3,.000,0,3,.000,0,0,,0,0,0,6,1,0,0,1,0,-8
poseyja01,21:14,2,6,.333,2,5,.400,0,0,,1,3,4,2,2,0,1,5,6,-16
jonesed02,17:59,2,5,.400,1,3,.333,0,0,,1,4,5,1,1,0,0,2,5,-13
walkean02,13:46,0,3,.000,0,3,.000,0,0,,0,2,2,1,0,0,1,2,0,-5
quinnch01,13:14,0,3,.000,0,2,.000,1,2,.500,1,1,2,1,1,0,1,0,1,-6
mournal01,12:29,2,3,.667,0,0,,0,2,.000,1,2,3,0,0,0,1,1,4,-10
wrighdo01,4:08,1,2,.500,0,0,,0,0,,0,0,0,0,0,0,0,0,2,-5
doleami01,4:08,0,0,,0,0,,1,2,.500,1,0,1,0,0,0,0,0,1,-5
Team Totals,240,31,73,.425,4,19,.211,13,21,.619,11,26,37,20,7,3,15,24,79,
Cleveland Cavaliers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamesle01,41:08,12,22,.545,1,4,.250,4,8,.500,1,6,7,6,0,0,2,1,29,+22
hughela01,31:10,7,12,.583,0,2,.000,2,2,1.000,0,1,1,2,1,0,4,2,16,+10
goodedr01,30:32,4,12,.333,0,0,,2,2,1.000,6,7,13,2,0,0,1,3,10,+17
ilgauzy01,28:30,1,8,.125,0,0,,2,2,1.000,3,7,10,1,1,0,0,3,4,+12
gibsoda01,22:39,4,5,.800,1,2,.500,0,1,.000,1,0,1,1,1,0,1,1,9,+12
pavloal01,25:33,4,8,.500,1,2,.500,6,8,.750,0,5,5,6,2,0,1,1,15,+13
varejan01,21:46,4,6,.667,0,0,,0,1,.000,3,2,5,1,1,0,1,2,8,+14
snower01,17:37,1,3,.333,0,0,,0,0,,1,0,1,7,0,0,1,3,2,+6
marshdo01,12:23,3,7,.429,2,3,.667,0,0,,3,2,5,2,3,0,0,0,8,+7
jonesda01,3:46,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,0,0,+6
pollasc01,2:34,0,1,.000,0,0,,0,0,,0,1,1,1,0,0,0,3,0,-2
wesleda01,2:22,1,1,1.000,0,0,,0,0,,0,0,0,0,0,0,0,0,2,+3
Team Totals,240,41,85,.482,5,13,.385,16,24,.667,18,31,49,30,9,0,11,19,103,
