Cleveland Cavaliers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamesle01,40:08,8,18,.444,0,3,.000,10,14,.714,1,6,7,6,2,0,3,4,26,+11
ilgauzy01,33:47,7,16,.438,0,1,.000,9,9,1.000,1,3,4,2,0,2,2,4,23,+8
hughela01,32:45,3,8,.375,0,2,.000,1,2,.500,0,4,4,2,0,0,4,2,7,-1
goodedr01,31:17,6,8,.750,0,0,,0,1,.000,2,5,7,3,0,0,1,2,12,0
pavloal01,28:47,6,9,.667,0,2,.000,1,2,.500,0,0,0,2,0,0,0,1,13,+11
snower01,26:15,5,7,.714,0,0,,4,5,.800,1,6,7,4,0,0,1,3,14,+9
varejan01,17:22,1,1,1.000,0,0,,2,2,1.000,2,5,7,1,0,0,1,5,4,+9
gibsoda01,16:42,2,3,.667,2,3,.667,0,0,,0,1,1,1,2,0,0,0,6,+7
marshdo01,12:57,0,3,.000,0,2,.000,0,0,,3,3,6,0,0,0,0,1,0,+1
Team Totals,240,38,73,.521,2,13,.154,27,35,.771,10,33,43,21,4,2,12,22,105,
Indiana Pacers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
onealje01,42:10,11,18,.611,0,0,,10,10,1.000,3,2,5,1,0,1,3,3,32,+2
tinslja01,41:44,6,15,.400,0,2,.000,3,4,.750,0,6,6,12,2,0,2,3,15,-4
grangda01,41:40,10,17,.588,1,5,.200,1,1,1.000,0,3,3,4,2,0,2,6,22,-10
dunlemi02,33:53,2,6,.333,1,2,.500,1,2,.500,0,5,5,4,0,1,1,6,6,-7
fosteje01,14:41,0,1,.000,0,0,,0,0,,0,5,5,0,1,0,0,2,0,-4
murphtr01,33:02,6,12,.500,1,2,.500,3,4,.750,0,6,6,1,0,1,0,4,16,-6
armstda01,18:24,1,4,.250,0,2,.000,0,0,,0,1,1,0,1,0,0,1,2,-7
willish03,5:25,0,1,.000,0,1,.000,0,0,,0,0,0,0,0,0,0,1,0,-10
dioguik01,5:13,0,0,,0,0,,0,0,,0,0,0,0,0,0,1,0,0,-9
mcleoke01,3:11,0,2,.000,0,1,.000,1,2,.500,0,0,0,0,0,0,0,0,1,+1
greenor01,0:20,0,0,,0,0,,0,0,,1,0,1,0,0,0,0,0,0,0
bastoma01,0:17,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-1
Team Totals,240,36,76,.474,3,15,.200,19,23,.826,4,29,33,22,6,3,9,26,94,
