Cleveland Cavaliers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamesle01,35:57,11,23,.478,3,6,.500,11,15,.733,1,6,7,9,0,0,2,2,36,+9
willima01,31:23,7,13,.538,5,9,.556,0,0,,0,1,1,2,1,1,2,4,19,+11
jamisan01,30:37,4,9,.444,0,2,.000,1,2,.500,1,2,3,1,0,0,4,3,9,-3
parkean01,18:53,2,4,.500,1,2,.500,0,0,,0,3,3,1,0,0,0,1,5,-7
onealsh01,12:21,3,8,.375,0,0,,0,0,,1,1,2,0,0,0,0,1,6,-10
westde01,32:08,3,6,.500,1,2,.500,0,0,,1,7,8,5,1,1,0,0,7,+27
varejan01,30:42,6,7,.857,0,0,,2,2,1.000,2,8,10,2,0,3,1,4,14,+18
hicksjj01,22:45,4,6,.667,0,0,,0,0,,0,4,4,2,2,1,2,2,8,+27
moonja01,11:03,0,0,,0,0,,0,0,,0,3,3,1,1,0,0,0,0,+13
willija04,10:22,0,0,,0,0,,0,0,,0,0,0,1,0,0,0,1,0,+7
powele01,3:50,1,2,.500,0,0,,2,2,1.000,0,2,2,0,0,0,0,1,4,+8
Team Totals,240,41,78,.526,10,21,.476,16,21,.762,6,37,43,24,5,6,11,19,108,
Boston Celtics
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
rondora01,45:10,8,19,.421,0,1,.000,3,6,.500,1,3,4,11,2,0,2,2,19,-15
allenra02,35:16,7,13,.538,4,8,.500,3,3,1.000,1,1,2,1,1,0,1,3,21,-7
daniema01,30:42,2,5,.400,0,2,.000,0,0,,1,2,3,0,1,0,0,2,4,-5
garneke01,28:40,4,10,.400,0,0,,2,2,1.000,3,7,10,5,1,0,4,2,10,-3
perkike01,25:39,3,5,.600,0,0,,2,4,.500,1,7,8,1,0,1,1,2,8,-2
wallara01,17:55,3,8,.375,1,3,.333,2,2,1.000,0,2,2,0,0,0,0,2,9,-12
robinna01,16:59,2,6,.333,1,1,1.000,2,4,.500,2,2,4,1,2,0,0,1,7,-14
davisgl01,16:11,1,5,.200,0,0,,0,0,,1,2,3,0,0,1,1,1,2,-12
allento01,14:58,3,8,.375,0,1,.000,2,2,1.000,1,3,4,0,0,0,2,2,8,-15
landrma01,2:50,0,2,.000,0,2,.000,0,0,,0,0,0,0,0,0,0,0,0,-5
scalabr01,2:50,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,-5
willish02,2:50,0,0,,0,0,,0,0,,0,0,0,0,1,1,0,2,0,-5
Team Totals,240,33,81,.407,6,18,.333,16,23,.696,11,29,40,19,8,3,11,19,88,
