New York Knicks
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
crawfja01,43:00,10,16,.625,3,7,.429,2,6,.333,2,2,4,9,0,1,3,0,25,+2
marbust01,29:00,5,11,.455,3,8,.375,1,2,.500,0,0,0,6,0,0,1,0,14,-5
thomaku01,26:00,4,12,.333,0,0,,0,1,.000,4,10,14,0,0,1,1,3,8,-8
sweetmi01,21:00,6,9,.667,0,0,,2,3,.667,1,4,5,0,0,0,4,3,14,-4
thomati01,19:00,3,5,.600,2,2,1.000,0,0,,0,1,1,2,1,0,1,2,8,+1
rosema01,29:00,0,5,.000,0,0,,3,6,.500,1,3,4,1,0,1,2,4,3,+5
willije01,25:00,2,3,.667,0,0,,1,2,.500,3,3,6,1,2,0,0,4,5,+9
tayloma01,24:00,7,12,.583,0,0,,2,4,.500,0,4,4,0,2,1,2,1,16,+15
jacksje01,19:00,1,2,.500,0,0,,0,0,,0,1,1,1,0,0,0,2,2,+11
arizatr01,5:00,0,0,,0,0,,0,0,,0,2,2,2,0,0,0,0,0,+4
Team Totals,240,38,75,.507,8,17,.471,11,24,.458,11,30,41,22,5,4,14,19,95,
Cleveland Cavaliers
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
newblir01,43:00,5,14,.357,0,2,.000,0,0,,3,5,8,2,2,0,1,1,10,-3
jamesle01,42:00,7,25,.280,4,13,.308,9,14,.643,1,17,18,7,2,2,4,3,27,+1
ilgauzy01,29:00,6,8,.750,0,0,,1,6,.167,3,0,3,2,2,0,3,3,13,-13
goodedr01,28:00,5,12,.417,0,1,.000,2,2,1.000,5,1,6,1,1,2,1,5,12,-7
mcinnje01,27:00,4,7,.571,0,0,,0,0,,0,0,0,5,1,0,2,3,8,-8
traylro01,27:00,6,12,.500,0,0,,1,2,.500,5,4,9,0,0,0,1,4,13,+9
snower01,22:00,1,2,.500,0,0,,0,0,,1,2,3,5,1,0,0,2,2,+2
varejan01,11:00,0,4,.000,0,0,,0,0,,2,1,3,0,1,0,0,1,0,0
pavloal01,8:00,2,3,.667,0,1,.000,0,0,,0,0,0,0,0,0,1,0,4,-7
harrilu01,3:00,0,0,,0,0,,0,0,,0,1,1,0,0,0,0,0,0,-4
Team Totals,240,36,87,.414,4,17,.235,13,24,.542,20,31,51,22,10,4,13,22,89,
