Miami Heat
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
jamesle01,40:15,11,24,.458,1,6,.167,6,9,.667,2,8,10,3,2,0,6,4,29,+18
wadedw01,38:10,10,18,.556,0,2,.000,8,8,1.000,2,7,9,4,0,1,6,3,28,+11
boshch01,35:02,8,15,.533,0,0,,0,0,,2,12,14,1,1,1,2,3,16,+7
chalmma01,33:02,2,4,.500,1,1,1.000,0,0,,0,2,2,3,2,0,0,3,5,+5
hasleud01,17:35,0,2,.000,0,0,,0,0,,1,1,2,0,0,0,0,3,0,+8
jonesja02,25:12,1,4,.250,1,4,.250,2,2,1.000,0,2,2,1,1,0,0,0,5,+2
battish01,21:01,1,5,.200,0,1,.000,1,2,.500,1,3,4,2,1,0,1,2,3,-10
millemi01,16:39,1,4,.250,1,3,.333,0,0,,1,1,2,0,0,0,0,1,3,-3
anthojo01,12:58,2,2,1.000,0,0,,0,0,,2,0,2,0,0,0,0,3,4,+1
coleno01,0:06,0,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,+1
Team Totals,240,36,78,.462,4,17,.235,17,21,.810,11,36,47,14,7,2,15,22,93,
New York Knicks
Players,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,+/-
anthoca01,43:22,14,27,.519,2,7,.286,12,15,.800,2,7,9,5,1,0,1,4,42,-13
shumpim01,37:49,1,4,.250,1,3,.333,0,0,,1,4,5,5,2,0,1,4,3,-2
chandty01,30:50,4,5,.800,0,0,,1,4,.250,2,3,5,0,0,0,1,3,9,-13
davisba01,26:29,1,6,.167,0,3,.000,1,4,.250,0,1,1,4,1,0,5,3,3,-13
fieldla01,23:26,2,8,.250,0,1,.000,0,0,,0,2,2,3,0,0,2,1,4,-15
smithjr01,35:55,6,15,.400,4,9,.444,0,0,,2,5,7,2,3,1,3,1,16,+3
novakst01,22:07,2,5,.400,2,5,.400,0,0,,0,1,1,0,0,0,1,2,6,+4
jeffrja01,14:51,1,2,.500,0,1,.000,0,0,,0,2,2,0,1,0,0,2,2,+7
bibbymi01,5:11,0,1,.000,0,1,.000,0,0,,0,1,1,0,0,0,0,0,0,+2
Team Totals,240,31,73,.425,9,30,.300,14,23,.609,7,26,33,19,8,1,14,20,85,
